id,left,top,right,bottom,fid,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,ROAD_BT_me,ROAD_LT_me,BSI_INT_mi,BSI_INT_ma,trafficlig,children,intersecti,SOILSLOPE
9280,1129812.560800000093877,1691598.551999999908730,1130112.560800000093877,1691298.552000000141561,14,"26440",강서구,"33","26440","116",3.500000,1034.000000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9281,1129812.560800000093877,1691298.552000000141561,1130112.560800000093877,1690998.551999999908730,14,"26440",강서구,"33","26440","116",4.000000,1713.000000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9282,1129812.560800000093877,1690998.551999999908730,1130112.560800000093877,1690698.552000000141561,14,"26440",강서구,"33","26440","116",5.973800,3274.603800,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9283,1129812.560800000093877,1690698.552000000141561,1130112.560800000093877,1690398.551999999908730,14,"26440",강서구,"33","26440","116",4.939857,1890.258000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9284,1129812.560800000093877,1690398.551999999908730,1130112.560800000093877,1690098.552000000141561,14,"26440",강서구,"33","26440","116",4.648250,1544.150500,"10","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9285,1129812.560800000093877,1690098.552000000141561,1130112.560800000093877,1689798.551999999908730,14,"26440",강서구,"33","26440","116",2.750000,490.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9286,1129812.560800000093877,1689798.551999999908730,1130112.560800000093877,1689498.552000000141561,14,"26440",강서구,"33","26440","116",2.700000,501.724600,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9287,1129812.560800000093877,1689498.552000000141561,1130112.560800000093877,1689198.551999999908730,14,"26440",강서구,"33","26440","116",2.333333,252.666667,"13","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9288,1129812.560800000093877,1689198.551999999908730,1130112.560800000093877,1688898.552000000141561,14,"26440",강서구,"33","26440","116",2.000000,746.000000,"13","13",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9289,1129812.560800000093877,1688898.552000000141561,1130112.560800000093877,1688598.551999999908730,14,"26440",강서구,"33","26440","116",2.333333,751.666667,"13","13",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9290,1129812.560800000093877,1688598.551999999908730,1130112.560800000093877,1688298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9291,1129812.560800000093877,1688298.552000000141561,1130112.560800000093877,1687998.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,909.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9292,1129812.560800000093877,1687998.551999999908730,1130112.560800000093877,1687698.552000000141561,14,"26440",강서구,"33","26440","116",2.333333,385.333333,"11","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9293,1129812.560800000093877,1687698.552000000141561,1130112.560800000093877,1687398.551999999908730,14,"26440",강서구,"33","26440","116",4.285714,1411.428571,"10","21",1.000000000000000,0.000000000000000,1.000000000000000,0-2%
9294,1129812.560800000093877,1687398.551999999908730,1130112.560800000093877,1687098.552000000141561,14,"26440",강서구,"33","26440","116",6.000000,2561.666667,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9295,1129812.560800000093877,1687098.552000000141561,1130112.560800000093877,1686798.551999999908730,14,"26440",강서구,"33","26440","116",3.500000,914.014000,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9296,1129812.560800000093877,1686798.551999999908730,1130112.560800000093877,1686498.552000000141561,14,"26440",강서구,"33","26440","116",2.666667,708.166667,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9297,1129812.560800000093877,1686498.552000000141561,1130112.560800000093877,1686198.551999999908730,14,"26440",강서구,"33","26440","116",5.113000,796.500000,"10","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9298,1129812.560800000093877,1686198.551999999908730,1130112.560800000093877,1685898.552000000141561,14,"26440",강서구,"33","26440","116",30.000000,20600.000000,"2000","2000",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9299,1129812.560800000093877,1685898.552000000141561,1130112.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",7.800000,4703.800000,"2000","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9300,1129812.560800000093877,1685598.551999999908730,1130112.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",2.400000,763.058800,"10","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9301,1129812.560800000093877,1685298.552000000141561,1130112.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",4.666667,1711.000000,"20","22",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9302,1129812.560800000093877,1684998.551999999908730,1130112.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",5.266667,1532.654000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9303,1129812.560800000093877,1684698.552000000141561,1130112.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",5.750000,2185.500000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9304,1129812.560800000093877,1684398.551999999908730,1130112.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",5.250000,2164.500000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9305,1129812.560800000093877,1684098.552000000141561,1130112.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",8.000000,4189.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9306,1129812.560800000093877,1683798.551999999908730,1130112.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",4.666667,1628.333333,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9307,1129812.560800000093877,1683498.552000000141561,1130112.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",3.000000,453.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9308,1129812.560800000093877,1683198.551999999908730,1130112.560800000093877,1682898.552000000141561,14,"26440",강서구,"33","26440","116",1.500000,177.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9309,1129812.560800000093877,1682898.552000000141561,1130112.560800000093877,1682598.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,574.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9310,1129812.560800000093877,1682598.551999999908730,1130112.560800000093877,1682298.552000000141561,14,"26440",강서구,"33","26440","116",2.500000,1010.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9311,1129812.560800000093877,1682298.552000000141561,1130112.560800000093877,1681998.551999999908730,14,"26440",강서구,"33","26440","116",2.250000,1163.000000,"18","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9312,1129812.560800000093877,1681998.551999999908730,1130112.560800000093877,1681698.552000000141561,14,"26440",강서구,"33","26440","116",6.300000,851.200000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9313,1129812.560800000093877,1681698.552000000141561,1130112.560800000093877,1681398.551999999908730,14,"26440",강서구,"33","26440","116",9.162778,936.666667,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9314,1129812.560800000093877,1681398.551999999908730,1130112.560800000093877,1681098.552000000141561,14,"26440",강서구,"33","26440","116",10.812600,1156.000000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9315,1129812.560800000093877,1681098.552000000141561,1130112.560800000093877,1680798.551999999908730,14,"26440",강서구,"33","26440","116",6.259800,1834.600000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9316,1129812.560800000093877,1680798.551999999908730,1130112.560800000093877,1680498.552000000141561,14,"26440",강서구,"33","26440","116",4.800000,7606.294118,"10","20",1.000000000000000,0.000000000000000,1.000000000000000,0-2%
9317,1129812.560800000093877,1680498.552000000141561,1130112.560800000093877,1680198.551999999908730,14,"26440",강서구,"33","26440","116",10.672750,503.688250,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9318,1129812.560800000093877,1680198.551999999908730,1130112.560800000093877,1679898.552000000141561,14,"26440",강서구,"33","26440","116",5.181400,468.783950,"10","20",0.000000000000000,1.000000000000000,0.000000000000000,"0"
9319,1129812.560800000093877,1679898.552000000141561,1130112.560800000093877,1679598.551999999908730,14,"26440",강서구,"33","26440","116",11.967929,440.760786,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9320,1129812.560800000093877,1679598.551999999908730,1130112.560800000093877,1679298.552000000141561,14,"26440",강서구,"33","26440","116",12.533444,267.293667,"20","20",2.000000000000000,0.000000000000000,0.000000000000000,0-2%
9321,1129812.560800000093877,1679298.552000000141561,1130112.560800000093877,1678998.551999999908730,14,"26440",강서구,"33","26440","116",21.058200,1918.821400,"20","20",1.000000000000000,0.000000000000000,1.000000000000000,"0"
9322,1129812.560800000093877,1678998.551999999908730,1130112.560800000093877,1678698.552000000141561,14,"26440",강서구,"33","26440","116",20.170429,1604.384000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9323,1129812.560800000093877,1678698.552000000141561,1130112.560800000093877,1678398.551999999908730,14,"26440",강서구,"33","26440","116",40.002500,7980.000000,"20","20",1.000000000000000,0.000000000000000,0.000000000000000,"0"
9324,1129812.560800000093877,1678398.551999999908730,1130112.560800000093877,1678098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9329,1129812.560800000093877,1676898.552000000141561,1130112.560800000093877,1676598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9463,1130112.560800000093877,1693098.552000000141561,1130412.560800000093877,1692798.551999999908730,14,"26440",강서구,"33","26440","116",30.000000,274900.000000,"2000","2000",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9464,1130112.560800000093877,1692798.551999999908730,1130412.560800000093877,1692498.552000000141561,14,"26440",강서구,"33","26440","116",10.750000,1929.750000,"10","20",1.000000000000000,0.000000000000000,1.000000000000000,"0"
9465,1130112.560800000093877,1692498.552000000141561,1130412.560800000093877,1692198.551999999908730,14,"26440",강서구,"33","26440","116",3.333333,1742.666667,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9466,1130112.560800000093877,1692198.551999999908730,1130412.560800000093877,1691898.552000000141561,14,"26440",강서구,"33","26440","116",3.249000,1057.500000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9467,1130112.560800000093877,1691898.552000000141561,1130412.560800000093877,1691598.551999999908730,14,"26440",강서구,"33","26440","116",3.866200,566.600000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9468,1130112.560800000093877,1691598.551999999908730,1130412.560800000093877,1691298.552000000141561,14,"26440",강서구,"33","26440","116",8.000000,6207.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9469,1130112.560800000093877,1691298.552000000141561,1130412.560800000093877,1690998.551999999908730,14,"26440",강서구,"33","26440","116",6.291250,3656.766000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9470,1130112.560800000093877,1690998.551999999908730,1130412.560800000093877,1690698.552000000141561,14,"26440",강서구,"33","26440","116",5.400000,3286.600000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9471,1130112.560800000093877,1690698.552000000141561,1130412.560800000093877,1690398.551999999908730,14,"26440",강서구,"33","26440","116",3.000000,486.250000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9472,1130112.560800000093877,1690398.551999999908730,1130412.560800000093877,1690098.552000000141561,14,"26440",강서구,"33","26440","116",5.000000,1772.666667,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9473,1130112.560800000093877,1690098.552000000141561,1130412.560800000093877,1689798.551999999908730,14,"26440",강서구,"33","26440","116",10.000000,4518.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9474,1130112.560800000093877,1689798.551999999908730,1130412.560800000093877,1689498.552000000141561,14,"26440",강서구,"33","26440","116",3.750000,204.811500,"21","21",1.000000000000000,0.000000000000000,0.000000000000000,"0"
9475,1130112.560800000093877,1689498.552000000141561,1130412.560800000093877,1689198.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,460.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9476,1130112.560800000093877,1689198.551999999908730,1130412.560800000093877,1688898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9477,1130112.560800000093877,1688898.552000000141561,1130412.560800000093877,1688598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9478,1130112.560800000093877,1688598.551999999908730,1130412.560800000093877,1688298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9479,1130112.560800000093877,1688298.552000000141561,1130412.560800000093877,1687998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9480,1130112.560800000093877,1687998.551999999908730,1130412.560800000093877,1687698.552000000141561,14,"26440",강서구,"33","26440","116",2.166667,514.666667,"11","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9481,1130112.560800000093877,1687698.552000000141561,1130412.560800000093877,1687398.551999999908730,14,"26440",강서구,"33","26440","116",3.255000,2837.500000,"10","11",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9482,1130112.560800000093877,1687398.551999999908730,1130412.560800000093877,1687098.552000000141561,14,"26440",강서구,"33","26440","116",6.362000,2426.634400,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9483,1130112.560800000093877,1687098.552000000141561,1130412.560800000093877,1686798.551999999908730,14,"26440",강서구,"33","26440","116",4.433333,1045.057333,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9484,1130112.560800000093877,1686798.551999999908730,1130412.560800000093877,1686498.552000000141561,14,"26440",강서구,"33","26440","116",3.200000,881.782500,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9485,1130112.560800000093877,1686498.552000000141561,1130412.560800000093877,1686198.551999999908730,14,"26440",강서구,"33","26440","116",2.500000,776.250000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9486,1130112.560800000093877,1686198.551999999908730,1130412.560800000093877,1685898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9487,1130112.560800000093877,1685898.552000000141561,1130412.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",11.333333,7547.000000,"2000","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9488,1130112.560800000093877,1685598.551999999908730,1130412.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",4.333333,2277.333333,"10","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9489,1130112.560800000093877,1685298.552000000141561,1130412.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",5.000000,2711.500000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9490,1130112.560800000093877,1684998.551999999908730,1130412.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",3.800000,218.962000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9491,1130112.560800000093877,1684698.552000000141561,1130412.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",4.500000,2749.333333,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9492,1130112.560800000093877,1684398.551999999908730,1130412.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",4.166667,2735.333333,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9493,1130112.560800000093877,1684098.552000000141561,1130412.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,3877.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9494,1130112.560800000093877,1683798.551999999908730,1130412.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",2.500000,2165.000000,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9495,1130112.560800000093877,1683498.552000000141561,1130412.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,3207.666667,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9496,1130112.560800000093877,1683198.551999999908730,1130412.560800000093877,1682898.552000000141561,14,"26440",강서구,"33","26440","116",2.125000,2493.500000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9497,1130112.560800000093877,1682898.552000000141561,1130412.560800000093877,1682598.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,2225.500000,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9498,1130112.560800000093877,1682598.551999999908730,1130412.560800000093877,1682298.552000000141561,14,"26440",강서구,"33","26440","116",2.000000,2207.000000,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9499,1130112.560800000093877,1682298.552000000141561,1130412.560800000093877,1681998.551999999908730,14,"26440",강서구,"33","26440","116",2.333333,975.666667,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9500,1130112.560800000093877,1681998.551999999908730,1130412.560800000093877,1681698.552000000141561,14,"26440",강서구,"33","26440","116",3.000000,1919.000000,"21","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9501,1130112.560800000093877,1681698.552000000141561,1130412.560800000093877,1681398.551999999908730,14,"26440",강서구,"33","26440","116",3.799000,1293.000000,"10","18",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9502,1130112.560800000093877,1681398.551999999908730,1130412.560800000093877,1681098.552000000141561,14,"26440",강서구,"33","26440","116",4.177167,983.833333,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9503,1130112.560800000093877,1681098.552000000141561,1130412.560800000093877,1680798.551999999908730,14,"26440",강서구,"33","26440","116",3.893000,794.400000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9504,1130112.560800000093877,1680798.551999999908730,1130412.560800000093877,1680498.552000000141561,14,"26440",강서구,"33","26440","116",8.065000,5677.875000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9505,1130112.560800000093877,1680498.552000000141561,1130412.560800000093877,1680198.551999999908730,14,"26440",강서구,"33","26440","116",19.251250,2059.750000,"10","20",0.000000000000000,0.000000000000000,1.000000000000000,"0"
9506,1130112.560800000093877,1680198.551999999908730,1130412.560800000093877,1679898.552000000141561,14,"26440",강서구,"33","26440","116",8.124286,884.500000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9507,1130112.560800000093877,1679898.552000000141561,1130412.560800000093877,1679598.551999999908730,14,"26440",강서구,"33","26440","116",18.952600,1759.484000,"10","20",3.000000000000000,0.000000000000000,0.000000000000000,"0"
9508,1130112.560800000093877,1679598.551999999908730,1130412.560800000093877,1679298.552000000141561,14,"26440",강서구,"33","26440","116",17.035000,2466.666667,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9509,1130112.560800000093877,1679298.552000000141561,1130412.560800000093877,1678998.551999999908730,14,"26440",강서구,"33","26440","116",17.835000,2465.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9510,1130112.560800000093877,1678998.551999999908730,1130412.560800000093877,1678698.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9511,1130112.560800000093877,1678698.552000000141561,1130412.560800000093877,1678398.551999999908730,14,"26440",강서구,"33","26440","116",35.000000,8790.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9525,1130112.560800000093877,1674498.552000000141561,1130412.560800000093877,1674198.551999999908730,16,"26380",사하구,"689","26380","118",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9526,1130112.560800000093877,1674198.551999999908730,1130412.560800000093877,1673898.552000000141561,16,"26380",사하구,"689","26380","118",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9527,1130112.560800000093877,1673898.552000000141561,1130412.560800000093877,1673598.551999999908730,16,"26380",사하구,"689","26380","118",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9650,1130412.560800000093877,1693398.551999999908730,1130712.560800000093877,1693098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9651,1130412.560800000093877,1693098.552000000141561,1130712.560800000093877,1692798.551999999908730,14,"26440",강서구,"33","26440","116",16.500000,138230.000000,"10","2000",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9652,1130412.560800000093877,1692798.551999999908730,1130712.560800000093877,1692498.552000000141561,14,"26440",강서구,"33","26440","116",6.708000,19651.345067,"10","2000",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9653,1130412.560800000093877,1692498.552000000141561,1130712.560800000093877,1692198.551999999908730,14,"26440",강서구,"33","26440","116",5.453846,2967.230769,"10","20",1.000000000000000,0.000000000000000,0.000000000000000,0-2%
9654,1130412.560800000093877,1692198.551999999908730,1130712.560800000093877,1691898.552000000141561,14,"26440",강서구,"33","26440","116",4.261833,2439.454500,"10","20",0.000000000000000,1.000000000000000,0.000000000000000,0-2%
9655,1130412.560800000093877,1691898.552000000141561,1130712.560800000093877,1691598.551999999908730,14,"26440",강서구,"33","26440","116",5.133333,2213.500000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9656,1130412.560800000093877,1691598.551999999908730,1130712.560800000093877,1691298.552000000141561,14,"26440",강서구,"33","26440","116",5.400000,2667.800000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9657,1130412.560800000093877,1691298.552000000141561,1130712.560800000093877,1690998.551999999908730,14,"26440",강서구,"33","26440","116",3.693000,837.812800,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9658,1130412.560800000093877,1690998.551999999908730,1130712.560800000093877,1690698.552000000141561,14,"26440",강서구,"33","26440","116",4.461200,374.555600,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9659,1130412.560800000093877,1690698.552000000141561,1130712.560800000093877,1690398.551999999908730,14,"26440",강서구,"33","26440","116",3.125000,425.750000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9660,1130412.560800000093877,1690398.551999999908730,1130712.560800000093877,1690098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
9661,1130412.560800000093877,1690098.552000000141561,1130712.560800000093877,1689798.551999999908730,14,"26440",강서구,"33","26440","116",10.000000,4518.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9662,1130412.560800000093877,1689798.551999999908730,1130712.560800000093877,1689498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9663,1130412.560800000093877,1689498.552000000141561,1130712.560800000093877,1689198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9664,1130412.560800000093877,1689198.551999999908730,1130712.560800000093877,1688898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9665,1130412.560800000093877,1688898.552000000141561,1130712.560800000093877,1688598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9666,1130412.560800000093877,1688598.551999999908730,1130712.560800000093877,1688298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9667,1130412.560800000093877,1688298.552000000141561,1130712.560800000093877,1687998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9668,1130412.560800000093877,1687998.551999999908730,1130712.560800000093877,1687698.552000000141561,14,"26440",강서구,"33","26440","116",10.000000,524.172000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9669,1130412.560800000093877,1687698.552000000141561,1130712.560800000093877,1687398.551999999908730,14,"26440",강서구,"33","26440","116",10.000000,524.172000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9670,1130412.560800000093877,1687398.551999999908730,1130712.560800000093877,1687098.552000000141561,14,"26440",강서구,"33","26440","116",9.275000,1669.270750,"10","20",1.000000000000000,0.000000000000000,1.000000000000000,0-2%
9671,1130412.560800000093877,1687098.552000000141561,1130712.560800000093877,1686798.551999999908730,14,"26440",강서구,"33","26440","116",6.700000,2551.579667,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9672,1130412.560800000093877,1686798.551999999908730,1130712.560800000093877,1686498.552000000141561,14,"26440",강서구,"33","26440","116",7.000000,3071.000000,"20","21",2.000000000000000,0.000000000000000,1.000000000000000,"0"
9673,1130412.560800000093877,1686498.552000000141561,1130712.560800000093877,1686198.551999999908730,14,"26440",강서구,"33","26440","116",12.000000,5264.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9674,1130412.560800000093877,1686198.551999999908730,1130712.560800000093877,1685898.552000000141561,14,"26440",강서구,"33","26440","116",6.950333,1639.833333,"10","20",1.000000000000000,0.000000000000000,0.000000000000000,0-2%
9675,1130412.560800000093877,1685898.552000000141561,1130712.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",11.050000,6696.250000,"20","21",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9676,1130412.560800000093877,1685598.551999999908730,1130712.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",8.000000,4189.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9677,1130412.560800000093877,1685298.552000000141561,1130712.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",3.500000,1585.250000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
9678,1130412.560800000093877,1684998.551999999908730,1130712.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",2.000000,3877.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9679,1130412.560800000093877,1684698.552000000141561,1130712.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",2.000000,1893.200000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9680,1130412.560800000093877,1684398.551999999908730,1130712.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",2.000000,1405.250000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9681,1130412.560800000093877,1684098.552000000141561,1130712.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",2.250000,1579.000000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9682,1130412.560800000093877,1683798.551999999908730,1130712.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",2.166667,1116.666667,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9683,1130412.560800000093877,1683498.552000000141561,1130712.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",2.062500,870.125000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,"0"
9684,1130412.560800000093877,1683198.551999999908730,1130712.560800000093877,1682898.552000000141561,14,"26440",강서구,"33","26440","116",2.200000,1396.200000,"10","10",0.000000000000000,0.000000000000000,0.000000000000000,0-2%
