번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
284,274,재반로270번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1581,세븐일레븐부산반여보라점 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.20017944,129.1304837,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
285,275,재반로270번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1581,명제전자 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.20017944,129.1304837,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
286,276,삼어로133번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1125-1,반여동 주민센터 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20895965,129.1171758,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
287,277,삼어로133번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1121-1,덕우빌라 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20891954,129.1176145,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
288,278,삼어로133번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1095-42,미화당슈퍼 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20884226,129.1181736,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
289,279,삼어로133번가길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1093-22,온누리음악학원 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20903627,129.1186375,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
290,280,삼어로133번가길,부산광역시,해운대구,,부산광역시 해운대구 반여동 674-2,자연꿈나무어린이집 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20980093,129.1188018,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
291,281,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 690-25,반여아파트 가동 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20903309,129.1199554,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
292,282,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 687-2,반석교회 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.21137407,129.1192627,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
293,283,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 687-2,센텀SD아파트 102동 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.21137407,129.1192627,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
294,284,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 687-2,센텀SD아파트 101동 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.21137407,129.1192627,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
295,285,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 687-2,센텀SD아파트 101동 15m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.21137407,129.1192627,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
296,286,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 1057-2,반여현대아파트 정류장 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20704749,129.1192582,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
297,287,삼어로,부산광역시,해운대구,,부산광역시 해운대구 반여동 1192-13,일동미라주아파트 104동 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20467811,129.1181494,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
298,288,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 14,박가면가 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.21781497,129.1389903,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
299,289,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1162-1,센텀SK뷰아파트 102동 10m,아스팔트 콘크리트,원호형,10,360,400,일반,Y,35.20447043,129.1133034,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
300,290,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1164-18,안락중앙교회 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.2046948,129.1114505,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
301,291,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1164-18,안락중앙교회 30m,아스팔트 콘크리트,원호형,10,360,400,일반,Y,35.2046948,129.1114505,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
302,292,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 18,송보자유아파트 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.21715092,129.1377179,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
303,293,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 19,대기산업 5m,아스팔트 콘크리트,원호형,10,360,600,소로,N,35.21729055,129.1372475,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
304,294,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1545-4,드림빌라 5m,아스팔트 콘크리트,원호형,10,360,600,소로,N,35.20654223,129.1173623,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
305,295,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1543-7,드림빌라 40m,아스팔트 콘크리트,원호형,10,360,600,소로,N,35.20705301,129.1176878,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
306,296,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1543-7,드림빌라 50m,아스팔트 콘크리트,원호형,10,360,600,소로,N,35.20705301,129.1176878,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
307,297,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1136-4,삼어초등학교 10m,아스팔트 콘크리트,원호형,10,360,1000,일반,Y,35.20859601,129.1165338,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
308,298,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1152-1,혜화여자중학교 40m,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.20586685,129.1114226,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
309,299,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1152-1,혜화여자중학교 60m,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.20586685,129.1114226,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
310,300,명장로67번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1152-1,혜화여자중학교 80m,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.20586685,129.1114226,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
311,301,삼어로91번길,부산광역시,해운대구,,부산광역시 해운대구 반여동 1545-4,송보자유아파트 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.20654223,129.1173623,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
312,302,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-2845,아이별꽃어린이집 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22021852,129.150744,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
313,303,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 산 51-335,용수사 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22027027,129.1500417,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
314,304,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 744-399,용수사 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22095477,129.1491507,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
315,305,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 785-6,반송무지개유치원 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.22427889,129.1521964,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
316,306,아랫반송로29번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 756-16,향촌꿀꿀이삼겹살 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22477201,129.149633,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
317,307,아랫반송로29번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 756-16,후레쉬원마트 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.22477201,129.149633,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
318,308,아랫반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-2183,모던홈마트 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.22103114,129.152491,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
319,309,아랫반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-5,MG새마을금고반송지점 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.2221602,129.1512987,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
320,310,아랫반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-5,꿀삐닭강정 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.2221602,129.1512987,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
321,311,아랫반송로21번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 257-1,올리비아하슬러 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22105226,129.1292376,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
322,312,아랫반송로21번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 275-675,잘생긴 소 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22838464,129.1488821,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
323,313,아랫반송로21번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 275-675,금농상회 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22838464,129.1488821,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
324,314,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 273-7,신발마트 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22818734,129.1497252,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
325,315,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 273-7,코웨이 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22818734,129.1497252,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
326,316,반송순환로184번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 260-5,천궁 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.22717992,129.1495022,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
327,317,반송순환로,부산광역시,해운대구,,부산광역시 해운대구 반송동 259-84,동남교회 20m,아스팔트 콘크리트,원호형,10,360,300,소로,N,35.22579557,129.1500539,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
328,318,아랫반송로80번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-2365,서원이삿집센터 5m,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.22215106,129.1503649,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
329,319,아랫반송로80번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-5,거울나라 5m,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.2221602,129.1512987,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
330,320,아랫반송로30번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 401-5,반송중학교 10m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.222483,129.128793,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
331,321,아랫반송로30번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 744-20,반송초등학교 10m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.22204855,129.1296908,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
332,322,아랫반송로30번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 744-20,반송초등학교 10m,아스팔트 콘크리트,원호형,10,360,300,소로,N,35.22353467,129.1470451,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
333,323,아랫반송로30번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 250-28,한아름마트 5m,아스팔트 콘크리트,원호형,10,360,300,소로,N,35.22204855,129.1296908,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
334,324,반송로828번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 261-1,영화세탁 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.22698151,129.1485657,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
335,325,반송로828번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 682-3,운송초등학교 10m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.22840498,129.1467403,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
336,326,반송로513번길,부산광역시,해운대구,,부산광역시 해운대구 석대동 616,삼원FA 5m,아스팔트 콘크리트,원호형,10,360,1200,일반,Y,35.22244938,129.1195468,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
337,327,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,반송동 행정복시센터 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
338,328,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,운봉초등학교 10m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
339,329,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,물회랑 포차랑 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
340,330,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,새반송태권도 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
341,331,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,반송지구도개공아파트 101동 20m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
342,332,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,남흥한우정육점 5m,아스팔트 콘크리트,원호형,10,360,1200,일반,Y,35.22874862,129.161729,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
343,333,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,OK마트 20m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
344,334,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 887,제일의원 5m,아스팔트 콘크리트,원호형,10,360,1200,일반,Y,35.22779618,129.1623526,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
345,335,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 878,오춘자비어 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22874862,129.161729,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
346,336,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 777-34,반송단지종합상가 나동 10m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.23001084,129.1588798,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
347,337,윗반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 58-12,우리정형외과내과 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.23268538,129.1582038,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
348,338,윗반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 58-9,양산공업 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.23332095,129.1586633,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
349,339,윗반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 77,반송주공아파트 103동 10m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.23029233,129.1586641,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
350,340,운봉길,부산광역시,해운대구,,부산광역시 해운대구 반송동 652-2,한울문구화방 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.23216715,129.1482764,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
351,341,운봉길,부산광역시,해운대구,,부산광역시 해운대구 반송동 639-2,초원마트 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.2326268,129.1463823,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
352,342,운봉길,부산광역시,해운대구,,부산광역시 해운대구 반송동 793,일성문구 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.23108746,129.1490191,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
353,343,반송로924번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 40-517,새마을금고 동부산 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.233305,129.155888,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
354,344,반송로924번길,부산광역시,해운대구,,부산광역시 해운대구 반송동 40-574,성심약국 앞,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.23202256,129.1555,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
355,345,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 896,KT 반송지점 30m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22943955,129.1573557,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
356,346,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 892,꽃망울공원 10m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22677578,129.1606683,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
357,347,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 892,벽산삼협한솔아파트 101동 10m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22677578,129.1606683,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
358,348,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 896,파랑새유치원 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22943955,129.1573557,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
359,349,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 896,골든빌 20m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.22943955,129.1573557,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
360,350,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 204-2,운봉초등학교 10m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.22947373,129.1594324,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
361,351,신반송로,부산광역시,해운대구,,부산광역시 해운대구 반송동 777-34,옛날통닭 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.23001084,129.1588798,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
362,352,운봉길,부산광역시,해운대구,,부산광역시 해운대구 반송동 808,도로 앞,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.23455186,129.1439375,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
363,353,운봉길,부산광역시,해운대구,,부산광역시 해운대구 반송동 611-1,도로 앞,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.23420099,129.1438667,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
364,354,운봉길,부산광역시,해운대구,,부산광역시 해운대구 반송동 793,코끼리양분식,아스팔트 콘크리트,원호형,0,360,600,일반,N,35.23108746,129.1490191,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
365,355,재반로84번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1142,영광컴퓨터세탁 5m,아스팔트 콘크리트,원호형,10,360,300,소로,N,35.18891375,129.1287373,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
366,356,재반로64번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,모짤티움음악학원 5m,아스팔트 콘크리트,원호형,10,360,400,일반,Y,35.18582528,129.1274209,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
367,357,재반로64번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,행복한스푼 5m,아스팔트 콘크리트,원호형,10,360,400,일반,Y,35.18582528,129.1274209,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
368,358,재반로64번나길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,천운패키지 5m,아스팔트 콘크리트,원호형,10,360,300,일반,Y,35.18582528,129.1274209,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
369,359,재반로84번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,칠보인테리어 5m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.18582528,129.1274209,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
370,360,재반로64번나길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,재송동교회 5m,아스팔트 콘크리트,원호형,10,360,300,일반,Y,35.18582528,129.1274209,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
371,361,재반로84번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,행운원룸 5m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.18582528,129.1274209,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
372,362,재반로84번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1122,보문건강원 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18582528,129.1274209,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
373,363,재반로,부산광역시,해운대구,,부산광역시 해운대구 재송동 1141,세잔느미술교실 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18693752,129.1270411,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
374,364,재반로,부산광역시,해운대구,,부산광역시 해운대구 재송동 1141,백제한의원 5m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.18693752,129.1270411,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
375,365,재반로,부산광역시,해운대구,,부산광역시 해운대구 재송동 1141,백제한의원 5m,아스팔트 콘크리트,원호형,10,360,400,소로,N,35.18693752,129.1270411,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
376,366,재반로60번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-10,서원탑할인마트 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.18493149,129.1275733,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
377,367,재반로30번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-10,서원탑할인마트 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18493149,129.1275733,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
378,368,재반로60번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-10,동부교회 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18493149,129.1275733,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
379,369,재반로60번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-10,송완아트 5m,아스팔트 콘크리트,원호형,10,360,500,소로,N,35.18493149,129.1275733,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
380,370,재반로42번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 112-1,영보그린빌라B동 5m,아스팔트 콘크리트,원호형,10,360,400,일반,Y,35.18277491,129.1278179,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
381,371,재반로30번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 107-5,보람하이츠빌라 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18147974,129.1275146,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
382,372,해운대로177번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-48,베스트동부부동산 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.18262868,129.1241599,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
383,373,해운대로177번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-48,킹마트 5m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18262868,129.1241599,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
384,374,해운대로177번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 973-48,센텀동부센트레빌아파트 106동 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.18262868,129.1241599,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
385,375,해운대로191번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 526-7,리진빌라 10m,아스팔트 콘크리트,원호형,10,360,500,일반,Y,35.18175931,129.1255642,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
386,376,해운대로191번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 561-4,센텀빌리지 5m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.18144846,129.1250658,N,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
387,377,재반로,부산광역시,해운대구,,부산광역시 해운대구 재송동 509-18,삼화페인트 5m,아스팔트 콘크리트,원호형,10,360,800,일반,Y,35.182021,129.126501,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
388,378,해운대로219번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 1229,센텀누리부동산 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.1780665,129.1271929,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
389,379,해운대로219번길,부산광역시,해운대구,,부산광역시 해운대구 재송동 978,황금누리부동산 5m,아스팔트 콘크리트,원호형,10,360,700,일반,Y,35.17869216,129.1267953,N,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
390,146,대천로,부산광역시,해운대구,,부산광역시 해운대구 좌동 1313,화목데파트주상복합 202동 10m,아스팔트 콘크리트,원호형,10,360,1000,일반,Y,35.1720828,129.1781233,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
391,147,좌동순환로,부산광역시,해운대구,,부산광역시 해운대구 좌동 1442,왕자와 공주 유치원 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.17018425,129.182399,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
392,148,좌동순환로299번길,부산광역시,해운대구,,부산광역시 해운대구 좌동 2,부산은행 신좌동영업소 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.19157464,129.1823249,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
393,149,좌동순환로299번길,부산광역시,해운대구,,부산광역시 해운대구 좌동 3,벽산2차아파트 212동 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.19105439,129.1820648,Y,Y,,부산광역시 해운대구청,051-749-4684,2020-06-24
394,150,좌동순환로311번길,부산광역시,해운대구,,부산광역시 해운대구 좌동 4,좌산초등학교 10m,아스팔트 콘크리트,원호형,10,360,600,일반,Y,35.19071223,129.1820269,Y,N,,부산광역시 해운대구청,051-749-4684,2020-06-24
