,id,left,top,right,bottom,fid,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,도로폭_평균,도로길이_평균,신호등개수,어린이보호구역수,교차로수,경사도,과속방지턱개수,안전센터근처여부,2.5도로폭이하개수,출동취약지수,신호현시지수
661,5352,1123512.5608,1685598.552,1123812.5608,1685298.552,14,26440,강서구,33,26440,116,0.36666666666666664,0.003214502835538752,0.043478260869565216,0.0,0.4,0.02,0.0,0.0,0.0,-0.01625798109640824,5.201133323251418
662,5353,1123512.5608,1685298.552,1123812.5608,1684998.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0032774125708884684,0.021739130434782608,0.0,0.0,0.07,0.0,0.0,0.0,-0.41979915170132326,4.688896500472591
663,5354,1123512.5608,1684998.552,1123812.5608,1684698.552,14,26440,강서구,33,26440,116,0.10566666666666666,0.0006150921550094518,0.021739130434782608,0.0,0.0,0.6,0.0,0.0,0.0,1.0526631687145558,6.16135882088847
664,5355,1123512.5608,1684698.552,1123812.5608,1684398.552,14,26440,강서구,33,26440,116,0.2195,0.11345263114366728,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6914473688563326,5.691447368856332
665,5356,1123512.5608,1684398.552,1123812.5608,1684098.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.22629017013232514,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.37370982986767487,5.373709829867675
666,5357,1123512.5608,1684098.552,1123812.5608,1683798.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
667,5358,1123512.5608,1683798.552,1123812.5608,1683498.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0019952563799621927,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5619952563799622,4.438004743620038
668,5359,1123512.5608,1683498.552,1123812.5608,1683198.552,14,26440,강서구,33,26440,116,0.3733333333333333,0.005158395557655954,0.021739130434782608,0.0,0.0,0.02,0.0,0.0,0.0,-0.5936801346880907,4.515015517485823
669,5360,1123512.5608,1683198.552,1123812.5608,1682898.552,14,26440,강서구,33,26440,116,0.38999999999999996,0.0055036275992438564,0.043478260869565216,0.0,0.4,0.02,0.0,0.0,0.0,-0.06054710586011339,5.156844198487713
670,5361,1123512.5608,1682898.552,1123812.5608,1682598.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0012733022211720226,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.561273302221172,4.438726697778828
671,5362,1123512.5608,1682598.552,1123812.5608,1682298.552,14,26440,강서구,33,26440,116,0.44444445,0.012792121928166351,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.7727921319281663,4.227207868071834
672,5363,1123512.5608,1682298.552,1123812.5608,1681998.552,14,26440,강서구,33,26440,116,0.4166666666666667,0.008737998109640831,0.043478260869565216,0.0,0.2,0.02,0.0,0.0,0.0,-0.3717814763705104,4.845609827977316
673,5364,1123512.5608,1681998.552,1123812.5608,1681698.552,14,26440,강서구,33,26440,116,0.375,0.001791391776937618,0.0,0.0,0.0,0.07,0.0,0.0,0.0,-0.5367913917769377,4.463208608223062
674,5365,1123512.5608,1681698.552,1123812.5608,1681398.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.003481853733459357,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5965181462665406,5.596518146266541
675,5366,1123512.5608,1681398.552,1123812.5608,1681098.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.004796786389413988,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.595203213610586,5.595203213610586
676,5367,1123512.5608,1681098.552,1123812.5608,1680798.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
677,5368,1123512.5608,1680798.552,1123812.5608,1680498.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
678,5369,1123512.5608,1680498.552,1123812.5608,1680198.552,14,26440,강서구,33,26440,116,0.26666666666666666,0.017718572778827976,0.021739130434782608,0.0,0.2,0.15,0.0,0.0,0.012345679012345678,0.1366238856216015,5.245319537795515
679,5370,1123512.5608,1680198.552,1123812.5608,1679898.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,5.6
680,5371,1123512.5608,1679898.552,1123812.5608,1679598.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
681,5372,1123512.5608,1679598.552,1123812.5608,1679298.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
682,5373,1123512.5608,1679298.552,1123812.5608,1678998.552,14,26440,강서구,33,26440,116,0.25,0.002403119092627599,0.0,0.0,0.0,0.02,0.0,1.0,0.0,-3.4124031190926276,1.5875968809073724
683,5374,1123512.5608,1678998.552,1123812.5608,1678698.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.00674149338374291,0.0,0.0,0.2,0.0,0.0,1.0,0.0,-3.346741493383743,1.653258506616257
684,5375,1123512.5608,1678698.552,1123812.5608,1678398.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.006413043478260869,0.0,0.0,0.2,0.0,0.0,1.0,0.0,-3.346413043478261,1.653586956521739
685,5376,1123512.5608,1678398.552,1123812.5608,1678098.552,14,26440,강서구,33,26440,116,0.25,0.0009085538752362948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.4509085538752364,1.5490914461247636
686,5377,1123512.5608,1678098.552,1123812.5608,1677798.552,14,26440,강서구,33,26440,116,0.33355,0.002786310649810964,0.021739130434782608,0.0,0.4,0.0,0.0,1.0,0.0,-3.0396980497802457,2.0689976023936683
687,5378,1123512.5608,1677798.552,1123812.5608,1677498.552,14,26440,강서구,33,26440,116,0.2916666666666667,0.0010278827977315689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.526027882797732,1.4739721172022682
688,5379,1123512.5608,1677498.552,1123812.5608,1677198.552,14,26440,강서구,33,26440,116,0.27777778333333336,0.0011578449905482041,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.501157854990548,1.4988421450094518
689,5384,1123512.5608,1675998.552,1123812.5608,1675698.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
690,5385,1123512.5608,1675698.552,1123812.5608,1675398.552,14,26440,강서구,33,26440,116,0.08333333333333333,0.007762287334593572,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0422377126654065,6.042237712665407
691,5386,1123512.5608,1675398.552,1123812.5608,1675098.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
692,5536,1123812.5608,1686798.552,1124112.5608,1686498.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
693,5537,1123812.5608,1686498.552,1124112.5608,1686198.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
694,5538,1123812.5608,1686198.552,1124112.5608,1685898.552,14,26440,강서구,33,26440,116,0.22556666666666667,0.0013818879962192816,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7925981120037806,5.79259811200378
695,5539,1123812.5608,1685898.552,1124112.5608,1685598.552,14,26440,강서구,33,26440,116,0.3888888833333333,0.0027808861058601134,0.043478260869565216,0.0,0.4,0.6,0.0,0.0,0.0,1.1041756456332703,6.321566949981096
696,5540,1123812.5608,1685598.552,1124112.5608,1685298.552,14,26440,강서구,33,26440,116,0.3733333333333333,0.002911652646502835,0.021739130434782608,0.0,0.2,0.07,0.0,0.0,0.0,-0.23143339177693756,4.877262260396977
697,5541,1123812.5608,1685298.552,1124112.5608,1684998.552,14,26440,강서구,33,26440,116,0.4166666666666667,0.005147992674858223,0.021739130434782608,0.0,0.4,0.07,0.0,0.0,0.0,-0.051669731805293,5.057025920368621
698,5542,1123812.5608,1684998.552,1124112.5608,1684698.552,14,26440,강서구,33,26440,116,0.38780000000000003,0.0038137566162570885,0.021739130434782608,0.0,0.4,0.02,0.0,0.0,0.0,-0.09837549574669195,5.010320156427222
699,5543,1123812.5608,1684698.552,1124112.5608,1684398.552,14,26440,강서구,33,26440,116,0.5,0.007209974007561436,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.8672099740075614,4.132790025992438
700,5544,1123812.5608,1684398.552,1124112.5608,1684098.552,14,26440,강서구,33,26440,116,0.42083333333333334,0.06094726016068052,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.7784472601606806,4.22155273983932
701,5545,1123812.5608,1684098.552,1124112.5608,1683798.552,14,26440,강서구,33,26440,116,0.4583333333333333,0.11827375118147447,0.021739130434782608,0.0,0.2,0.6,0.0,0.0,0.0,0.5602045096880908,5.6689001618620045
702,5546,1123812.5608,1683798.552,1124112.5608,1683498.552,14,26440,강서구,33,26440,116,0.3888888833333333,0.005124440767958411,0.021739130434782608,0.0,0.2,0.02,0.0,0.0,0.0,-0.36164616989839327,4.7470494822755205
703,5547,1123812.5608,1683498.552,1124112.5608,1683198.552,14,26440,강서구,33,26440,116,0.4583333333333333,0.005689509688090736,0.0,0.0,0.2,0.02,0.0,0.0,0.0,-0.5306895096880907,4.469310490311909
704,5548,1123812.5608,1683198.552,1124112.5608,1682898.552,14,26440,강서구,33,26440,116,0.5833333333333334,0.012927693761814744,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-1.0229276937618148,3.977072306238185
705,5549,1123812.5608,1682898.552,1124112.5608,1682598.552,14,26440,강서구,33,26440,116,0.625,0.023957939508506613,0.021739130434782608,0.0,0.2,0.02,0.0,0.0,0.0,-0.8054796786389414,4.303215973534972
706,5550,1123812.5608,1682598.552,1124112.5608,1682298.552,14,26440,강서구,33,26440,116,0.6666666666666666,0.034988185255198485,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-1.1949881852551985,3.8050118147448018
707,5551,1123812.5608,1682298.552,1124112.5608,1681998.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0027765217391304345,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.0027765217391304345,4.99722347826087
708,5552,1123812.5608,1681998.552,1124112.5608,1681698.552,14,26440,강서구,33,26440,116,0.3611111166666667,0.00211976843100189,0.0,0.0,0.2,0.15,0.0,0.0,0.0,-0.09211977843100191,4.907880221568998
709,5553,1123812.5608,1681698.552,1124112.5608,1681398.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0021669210775047258,0.021739130434782608,0.0,0.0,0.15,0.0,0.0,0.0,-0.25868866020793946,4.850006991965975
710,5554,1123812.5608,1681398.552,1124112.5608,1681098.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,5.6
711,5555,1123812.5608,1681098.552,1124112.5608,1680798.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
712,5556,1123812.5608,1680798.552,1124112.5608,1680498.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
713,5557,1123812.5608,1680498.552,1124112.5608,1680198.552,14,26440,강서구,33,26440,116,0.5,0.03355387523629489,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.3335538752362949,4.666446124763705
714,5558,1123812.5608,1680198.552,1124112.5608,1679898.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
715,5559,1123812.5608,1679898.552,1124112.5608,1679598.552,14,26440,강서구,33,26440,116,0.03333333333333333,0.000304820415879017,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,1.170559377114985,6.170559377114985
716,5560,1123812.5608,1679598.552,1124112.5608,1679298.552,14,26440,강서구,33,26440,116,0.03333333333333333,0.000304820415879017,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,1.170559377114985,6.170559377114985
717,5561,1123812.5608,1679298.552,1124112.5608,1678998.552,14,26440,강서구,33,26440,116,0.14166666666666666,0.001939969281663516,0.0,0.0,0.0,0.6,0.0,1.0,0.012345679012345678,-2.0260757717507993,2.9739242282492007
718,5562,1123812.5608,1678998.552,1124112.5608,1678698.552,14,26440,강서구,33,26440,116,0.3,0.002867674858223062,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.0,-3.239389413988658,1.8693062381852559
719,5563,1123812.5608,1678698.552,1124112.5608,1678398.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.004010515122873345,0.043478260869565216,0.0,0.2,0.0,0.0,1.0,0.0,-3.257053993383743,1.9603373109640834
720,5564,1123812.5608,1678398.552,1124112.5608,1678098.552,14,26440,강서구,33,26440,116,0.30555555,0.0022227473227788277,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.552222737322779,1.4477772626772212
721,5565,1123812.5608,1678098.552,1124112.5608,1677798.552,14,26440,강서구,33,26440,116,0.3573285666666666,0.003091412367674858,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.0,-3.3428045714981094,1.7658910806758046
722,5566,1123812.5608,1677798.552,1124112.5608,1677498.552,14,26440,강서구,33,26440,116,0.4166666666666667,0.001436672967863894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.7514366729678637,1.2485633270321363
723,5567,1123812.5608,1677498.552,1124112.5608,1677198.552,14,26440,강서구,33,26440,116,0.30555555,0.001423282922967864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.551423272922968,1.448576727077032
724,5572,1123812.5608,1675998.552,1124112.5608,1675698.552,14,26440,강서구,33,26440,116,0.08333333333333333,0.013103043478260868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16310304347826085,4.8368969565217395
725,5573,1123812.5608,1675698.552,1124112.5608,1675398.552,14,26440,강서구,33,26440,116,0.08333333333333333,0.013103043478260868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16310304347826085,4.8368969565217395
726,5724,1124112.5608,1686798.552,1124412.5608,1686498.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
727,5725,1124112.5608,1686498.552,1124412.5608,1686198.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
728,5726,1124112.5608,1686198.552,1124412.5608,1685898.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0019301937618147445,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5980698062381853,5.598069806238185
729,5727,1124112.5608,1685898.552,1124412.5608,1685598.552,14,26440,강서구,33,26440,116,0.2875,0.00145258034026465,0.021739130434782608,0.0,0.2,0.3,0.0,0.0,0.0,0.3845256805293006,5.493221332703214
730,5728,1124112.5608,1685598.552,1124412.5608,1685298.552,14,26440,강서구,33,26440,116,0.26666666666666666,0.002751567422022684,0.0,0.0,0.0,0.07,0.0,0.0,0.0,-0.3427515674220227,4.657248432577977
731,5729,1124112.5608,1685298.552,1124412.5608,1684998.552,14,26440,강서구,33,26440,116,0.25,0.0014408081285444234,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.41144080812854444,4.588559191871456
732,5730,1124112.5608,1684998.552,1124412.5608,1684698.552,14,26440,강서구,33,26440,116,0.3,0.0018152173913043477,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5018152173913043,4.498184782608695
733,5731,1124112.5608,1684698.552,1124412.5608,1684398.552,14,26440,강서구,33,26440,116,0.25,0.0020526149976370506,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.41205261499763707,4.587947385002363
734,5732,1124112.5608,1684398.552,1124412.5608,1684098.552,14,26440,강서구,33,26440,116,0.2833333333333333,0.0027701638303402644,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.4727701638303403,4.52722983616966
735,5733,1124112.5608,1684098.552,1124412.5608,1683798.552,14,26440,강서구,33,26440,116,0.2916666666666667,0.11435727788279772,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5993572778827978,4.400642722117202
736,5734,1124112.5608,1683798.552,1124412.5608,1683498.552,14,26440,강서구,33,26440,116,0.25,0.001977000630907372,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.4119770006309074,4.588022999369093
737,5735,1124112.5608,1683498.552,1124412.5608,1683198.552,14,26440,강서구,33,26440,116,0.25,0.002677221172022684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4526772211720227,4.5473227788279775
738,5736,1124112.5608,1683198.552,1124412.5608,1682898.552,14,26440,강서구,33,26440,116,0.21119048333333332,0.006050837159735349,0.0,0.0,0.0,0.02,0.0,0.0,0.037037037037037035,-0.25360111456714274,4.746398885432857
739,5737,1124112.5608,1682898.552,1124412.5608,1682598.552,14,26440,강서구,33,26440,116,0.35,0.01781663516068053,0.0,0.0,0.0,0.15,0.0,0.0,0.012345679012345678,-0.3169524376298164,4.6830475623701835
740,5738,1124112.5608,1682598.552,1124412.5608,1682298.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
741,5739,1124112.5608,1682298.552,1124412.5608,1681998.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
742,5740,1124112.5608,1681998.552,1124412.5608,1681698.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0027765217391304345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3972234782608695,6.3972234782608695
743,5741,1124112.5608,1681698.552,1124412.5608,1681398.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
744,5742,1124112.5608,1681398.552,1124412.5608,1681098.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
745,5743,1124112.5608,1681098.552,1124412.5608,1680798.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
746,5744,1124112.5608,1680798.552,1124412.5608,1680498.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.3,5.3
747,5745,1124112.5608,1680498.552,1124412.5608,1680198.552,14,26440,강서구,33,26440,116,0.26666666666666666,0.03355387523629489,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,0.7173103222945691,5.717310322294569
748,5746,1124112.5608,1680198.552,1124412.5608,1679898.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.3,5.3
749,5747,1124112.5608,1679898.552,1124412.5608,1679598.552,14,26440,강서구,33,26440,116,0.041666666666666664,0.0009085538752362948,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,1.1549556436556279,6.154955643655628
750,5748,1124112.5608,1679598.552,1124412.5608,1679298.552,14,26440,강서구,33,26440,116,0.041666666666666664,0.001003071833648393,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,1.1548611256972157,6.154861125697216
751,5749,1124112.5608,1679298.552,1124412.5608,1678998.552,14,26440,강서구,33,26440,116,0.041666666666666664,0.001589071361058601,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,1.1542751261698054,6.154275126169805
752,5750,1124112.5608,1678998.552,1124412.5608,1678698.552,14,26440,강서구,33,26440,116,0.30555555,0.0035066162570888465,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.0,-3.250028345387524,1.8586673067863901
753,5751,1124112.5608,1678698.552,1124412.5608,1678398.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.004875551353969754,0.0,0.0,0.2,0.0,0.0,1.0,0.0,-3.3448755513539696,1.6551244486460304
754,5752,1124112.5608,1678398.552,1124412.5608,1678098.552,14,26440,강서구,33,26440,116,0.27777778333333336,0.002223534971644612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.5022235449716446,1.4977764550283554
755,5753,1124112.5608,1678098.552,1124412.5608,1677798.552,14,26440,강서구,33,26440,116,0.34743888333333334,0.003328607436200378,0.021739130434782608,0.0,0.4,0.0,0.0,1.0,0.0,-3.065240336566635,2.0434553156072788
756,5754,1124112.5608,1677798.552,1124412.5608,1677498.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0011862003780718335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.6011862003780717,1.3988137996219283
757,5755,1124112.5608,1677498.552,1124412.5608,1677198.552,14,26440,강서구,33,26440,116,0.2916666666666667,0.0013008034026465026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.5263008034026466,1.4736991965973534
758,5760,1124112.5608,1675998.552,1124412.5608,1675698.552,14,26440,강서구,33,26440,116,0.08333333333333333,0.013103043478260868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16310304347826085,4.8368969565217395
759,5761,1124112.5608,1675698.552,1124412.5608,1675398.552,14,26440,강서구,33,26440,116,0.08333333333333333,0.013103043478260868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16310304347826085,4.8368969565217395
760,5912,1124412.5608,1686798.552,1124712.5608,1686498.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
761,5913,1124412.5608,1686498.552,1124712.5608,1686198.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
762,5914,1124412.5608,1686198.552,1124712.5608,1685898.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0019301937618147445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6019301937618147,4.398069806238185
763,5915,1124412.5608,1685898.552,1124712.5608,1685598.552,14,26440,강서구,33,26440,116,0.375,0.001989196597353497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6769891965973536,4.323010803402647
764,5916,1124412.5608,1685598.552,1124712.5608,1685298.552,14,26440,강서구,33,26440,116,0.35,0.004017013232514177,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5940170132325141,4.405982986767486
765,5917,1124412.5608,1685298.552,1124712.5608,1684998.552,14,26440,강서구,33,26440,116,0.275,0.001743265595463138,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.4567432655954632,4.543256734404537
766,5918,1124412.5608,1684998.552,1124712.5608,1684698.552,14,26440,강서구,33,26440,116,0.3375,0.002461602079395085,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5699616020793951,4.430038397920605
767,5919,1124412.5608,1684698.552,1124712.5608,1684398.552,14,26440,강서구,33,26440,116,0.3,0.0034640831758034024,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5034640831758034,4.496535916824197
768,5920,1124412.5608,1684398.552,1124712.5608,1684098.552,14,26440,강서구,33,26440,116,0.35,0.0035479678638941398,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5935479678638941,4.406452032136106
769,5921,1124412.5608,1684098.552,1124712.5608,1683798.552,14,26440,강서구,33,26440,116,0.3111111166666667,0.07757718966682418,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5975771996668242,4.402422800333175
770,5922,1124412.5608,1683798.552,1124712.5608,1683498.552,14,26440,강서구,33,26440,116,0.25,0.002125866415406427,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.41212586641540644,4.587874133584593
771,5923,1124412.5608,1683498.552,1124712.5608,1683198.552,14,26440,강서구,33,26440,116,0.3416666666666667,0.0095445415879017,0.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.5845445415879017,4.415455458412098
772,5924,1124412.5608,1683198.552,1124712.5608,1682898.552,14,26440,강서구,33,26440,116,0.35,0.017670132325141776,0.0,0.0,0.0,0.02,0.0,0.0,0.012345679012345678,-0.5768059347942776,4.423194065205722
773,5925,1124412.5608,1682898.552,1124712.5608,1682598.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
774,5926,1124412.5608,1682598.552,1124712.5608,1682298.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
775,5927,1124412.5608,1682298.552,1124712.5608,1681998.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
776,5928,1124412.5608,1681998.552,1124712.5608,1681698.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
777,5929,1124412.5608,1681698.552,1124712.5608,1681398.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
778,5930,1124412.5608,1681398.552,1124712.5608,1681098.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
779,5931,1124412.5608,1681098.552,1124712.5608,1680798.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
780,5932,1124412.5608,1680798.552,1124712.5608,1680498.552,14,26440,강서구,33,26440,116,0.13666666666666666,0.013871928166351606,0.0,0.0,0.0,0.15,0.0,0.0,0.024691358024691357,0.10185646689537678,5.101856466895377
781,5933,1124412.5608,1680498.552,1124712.5608,1680198.552,14,26440,강서구,33,26440,116,0.5,0.03355387523629489,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-0.633553875236295,4.366446124763705
782,5934,1124412.5608,1680198.552,1124712.5608,1679898.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
783,5935,1124412.5608,1679898.552,1124712.5608,1679598.552,14,26440,강서구,33,26440,116,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
784,5936,1124412.5608,1679598.552,1124712.5608,1679298.552,14,26440,강서구,33,26440,116,0.5,0.006689508506616256,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2933104914933837,5.293310491493384
785,5937,1124412.5608,1679298.552,1124712.5608,1678998.552,14,26440,강서구,33,26440,116,0.20833333333333334,0.002622276701323251,0.021739130434782608,0.0,0.2,0.6,0.0,0.0,0.012345679012345678,1.156720181699106,6.2654158338730195
786,5938,1124412.5608,1678998.552,1124712.5608,1678698.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0038923676748582226,0.021739130434782608,0.0,0.2,0.02,0.0,0.0,0.0,-0.26041410680529303,4.8482815453686205
787,5939,1124412.5608,1678698.552,1124712.5608,1678398.552,14,26440,강서구,33,26440,116,0.375,0.006449669187145557,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.0,-3.3779714083175802,1.7307242438563337
788,5940,1124412.5608,1678398.552,1124712.5608,1678098.552,14,26440,강서구,33,26440,116,0.3333333333333333,0.0036665091375236293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.6036665091375237,1.3963334908624763
789,5941,1124412.5608,1678098.552,1124712.5608,1677798.552,14,26440,강서구,33,26440,116,0.43359333333333333,0.004785444234404536,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.0,-3.4817751833648396,1.6269204688090744
790,5948,1124412.5608,1675998.552,1124712.5608,1675698.552,14,26440,강서구,33,26440,116,0.08333333333333333,0.013103043478260868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16310304347826085,4.8368969565217395
